Child,Parent
Sendražice,settlement
Silingai?,label
Silingai?,people
Sontheim,settlement
Sontheim,settlement-modern
Sorviodurum,fort-2
Sorviodurum,fort
Soudeta Ore,mountain
Soudianoi?,label
Soudianoi?,people
Staffelberg,settlement
Stanacum,station
Stehelčeves,cemetery
Steinheim,settlement
Steinheim,quarry
Steinkirchen,fort
Stockstadt,fort
Strakonice,settlement
Straky,settlement
Straning,settlement
Stuttgart,settlement
Suebi Nicretes,label
Suebi Nicretes,people
Sulz,fort
Sulzbürg,settlement
Sumelocenna,settlement
Summuntorium,fort
Teutoni,label
Teutoni,people
Thuringi,label
Tišice,cemetery
Töging,station
Tornow,settlement
Tragisa(mus) (river),river
Třebusice,cemetery
Trennfurt,fort
Treuchtlingen,settlement
Třisov,settlement
Tuchlovice,settlement
Tuklaty,settlement
Turum,station
Tvršice,settlement
Ubstadt,station
Úherce,cemetery
Ungedanken,settlement
Unterhaching,settlement
Unterkirchberg,fort-2
Unterkirchberg,fort
Unterschwaningen,fort
Urphar,settlement
Manching,settlement
Venaxamodurum,settlement
Vetoniana,fort-2
Vetoniana,fort
‘Vetonianis’,station
‘Vetonianis’,settlement-modern
Větrušice,cemetery
Vicus Alisinensium,settlement
*Vicus Aurelianus,fort
Vicus Scuttarensium,settlement
Vicus Senot(ensis),settlement
Vinařice,cemetery
Vindelici,label
Vindelici,people
Virdo? (river),river
Vrbice,cemetery
Vrbice,cemetery
Waiblingen,settlement
Walheim,fort
Walldürn,fort
Weissenfels,cemetery
Welzheim,fort
Welzheim,settlement
Welzheim,fort-group
Werkel III,settlement
Werneck,settlement
Wessling,settlement
Westernbach,fort
Wörth,fort
Würzberg,fort
Zaingrub,settlement
Zalužany,settlement
Zauschwitz,cemetery
Závist,settlement
Zliv,settlement
Zliv,cemetery
Zlonice,cemetery
Zuchering,fort
Zunsweier,fort
Žalany,settlement
Untitled,aqueduct
Untitled,aqueduct
Untitled,bridge
Untitled,bridge
Untitled,bridge
Untitled,bridge
Untitled,bridge
Untitled,bridge
Untitled,bridge
Bridge at Augusta Vindelicum,bridge
Untitled,bridge
Untitled,bridge
Untitled,bridge
Untitled,bridge
Untitled,bridge
Untitled,mine
Untitled,quarry
Untitled,wall-2
Untitled,wall-2
Untitled,wall-2
Untitled,wall-2
Pontus Euxinus,water-open
Ad Pontes Tesseninos/Ad Pontes Tessenios,unlocated
Alkimoennis,unlocated
Amisia/Amisa,unlocated
Aregelia/Argelia,unlocated
Askibourgion Oros,unlocated
Askibourgion Oros,mountain
Augusta,unlocated
Bergion,unlocated
Bikourgion,unlocated
Bragodurum,unlocated
Brodentia,unlocated
Businca (river),unlocated
Businca (river),river
Capellacii/Palas,unlocated
Citium,unlocated
Drakouina,unlocated
Elegio,unlocated
Elouetion Eremos,unlocated
Hegetmatia,unlocated
Hercynia Silva,unlocated
Hercynia Silva,forest
Kalaigia,unlocated
Kolankoron,unlocated
Lokoriton,unlocated
Louphourdon,unlocated
Marciana Silva,unlocated
Marinianio,unlocated
Maroboudon,unlocated
Menosgada,unlocated
Menosgada,fortified-settlement
Mersouion,unlocated
Naristi,people
Ouiana,unlocated
Petrensibus/Ptrensibus,unlocated
Piri M.,unlocated
Pirotorto,unlocated
Ponione/Pomone,unlocated
Redintouinon,unlocated
Saloatum,unlocated
Seiopa,unlocated
Semanous Hyle,unlocated
Septemiacum,unlocated
Septemiacum,fort
Solicinium,unlocated
Stragona,unlocated
Tiguntia (river),unlocated
Tiguntia (river),river
Traiani munimentum,unlocated
Traiani munimentum,frontier-system-limes
Trigisamo/Tragisamum,unlocated
Rutubis,settlement
Rutubis,port
Scythia,region
Scythia,label
Siculum/Ausonium Mare,water-open
Abrahám,unknown
Aequinoctium,fort
Ala Nova,fort
Aquae,settlement
Avares,label
Avares,people
Baimoi,label
Baimoi,people
Baumgarten an der March,cemetery
Beluša,settlement
Bernhardsthal,settlement
Bešeňov,cemetery
Blažovice,settlement
Blučina,settlement
Borkovany,settlement
Borský Peter,cemetery
Branč,settlement
Braunsberg,settlement
Břeclav,cemetery
Buri?,label
Buri?,people
Bzenec,settlement
Čačov,cemetery
Cannabiaca?,fort
Carnuntum,fort-2
Cejkov,cemetery
Česká Skalice,settlement
Chmielów Piaskowy,cemetery
Chorula,cemetery
Čierny Brod,cemetery
Cífer-Pác,settlement
Col. Carnuntum,settlement
Comagena,fort-2
Cotini,label
Cotini,people
Dębe,cemetery
Devín,castle
Devín,settlement
Dobrodzień,cemetery
Drnholec,settlement
Drochlin,cemetery
Dúbravka,settlement
Gajary,settlement
Gerulata,fort-2
Gerulata,fort
Giebułtów,cemetery
Gosławice,unknown
Gothi,label
Gothi,people
Grinev,unknown
Gródek nad Bugiem,cemetery
Guntramsdorf,settlement
Hernals,production
Hernals,mine-2
Höflein,fort
Hohenau an der March,settlement
Hostýn,settlement
Hradec Králové,settlement
Hrádek,settlement
Hrnčiarovce,settlement
Igołomia,settlement
Ivanká pri Dunaji,unknown
Jakuszowice,settlement
Kaisersteinbruch,villa
Ketion Oros,mountain
Kietrz,cemetery
Klosterneuburg,fort
Kojetín 1,settlement
Kojetín 2,settlement
Komjatice,settlement
Komořany,settlement
Konopnica,cemetery
Kostolná pri Dunaji,unknown
Kraków-Nowa Huta,settlement
Křepice,settlement
Kryspinów,settlement
Láb,cemetery
Ladná,unknown
Laedavus (river),river
Langobardi,label
Langobardi,people
Lanžhot,settlement
Laskiv,settlement
Laugaricio,fort
Liptovská Mara,settlement
Louna Hyle,unknown
Lovčice,cemetery
Ługi,unknown
Malacky,cemetery
Mannersdorf an der March,cemetery
Marus (river),river
Masłomęcz,cemetery
Mauerbach,fort
Měnín (cemetery),cemetery
Metelin,settlement
Mikulčice,settlement
Mikulov,cemetery
Milanovce,settlement
Mistelbach an der Zaya,cemetery
Mun. Vindobona,settlement
Mušov,cemetery
Mušov-Burgstall,fort
Nedakonice,cemetery
Nejdek,settlement
Neuruppersdorf,cemetery
Niechmirów-Mała Wieś,cemetery
Niederleis,settlement
Nietulisko Małe,settlement
Nitriansky Hrádok,settlement
Nové Zámky,cemetery
Nowa Cerekwia,settlement
Nowa Wieś Wrocławska,cemetery
Oberleiserberg,fort
Oblin,cemetery
Očkov,cemetery
Opatów,cemetery
Osi,label
Osi,people
Ostrovany,cemetery
Otaslavice,settlement
Parndorf,villa
Petronell,fort
Pillichsdorf,cemetery
Piwonice,settlement
Połaniec,cemetery
Pobedim,settlement
Podivín,settlement
Pohonská,settlement
Prešov,settlement
Prosiměřice,settlement
Przeworsk-Gać,cemetery
Przywóz,settlement
Púchov,settlement
Quadi,label
Quadi,people
Rakatai,label
Rakatai,people
Šakvice,settlement
Sandomierz-Krakówka,cemetery
Šarovce,settlement
Sclaveni,label
Sclaveni,people
Šebastovce,cemetery
Serby,settlement
Siemiechów,cemetery
Sievering,sanctuary
Šitbořice,cemetery
Sládkovičovo,cemetery
Sommerein,villa
Šoporňa,settlement
Starachowice,cemetery
Staré Hradisko,settlement
Stillfried,fort
Stixneusiedl,sanctuary
Stopfenreuth,fort
Stráže-Krakovany,cemetery
Stupava,settlement
Świlcza,settlement
Tarnów Opolski Roman Cemetery,cemetery
Tvarožná,settlement
Uherské Hradiště,settlement
Uherský Brod,settlement
Velatice,cemetery
Velké Hostěrádky,cemetery
Velké Němčice,cemetery
Vícemilice,settlement
Vindobona,fort
Vyškov,cemetery
Vysoká pri Morave,unknown
Wrocław-Partynice,settlement
Wrocław-Zakrzów,cemetery
Wymysłowo,cemetery
Żabieniec,cemetery
Zadowice,cemetery
Zagórzyn,settlement
Zamość,settlement
Zawada,cemetery
Zemplín,settlement
Žlkovce,settlement
Zohor,cemetery
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Untitled,road
Askibourgion,unlocated
Boudorigon,unlocated
Ebourodounon,unlocated
Kasourgis,unlocated
Kolankoron,unlocated
Meliodounon,unlocated
Phelikia,unlocated
Streouinta,unlocated
Villa Gai,unlocated
Syria,unknown
Kalisia,false toponym
Thessalia,region
Tyrrhenum/Inferum Mare,water-open
Ustica (island),island
Acitodunum,station
Ad Silanum,station
Ad Silanum,archaeological-site
Aginnum,settlement
Aginnum,theatre
Alerta,station
*Alingavia,settlement
Alingo,settlement
Ambaciacum,settlement
*Ambiacum,settlement
Ambilatri?,label
Ambilatri?,people
Ambrault,mine
Anagnutes,label
Anagnutes,people
*Andecamulum,settlement
Andecavi,label
Andone,settlement
Anger? (river),river
Anglares,villa
Antros (island),island
Aquae Neri/*Neriomagus,station
Aquae Calidae,settlement-modern
Aquae Calidae,bath
Aquitania (region),region
Aquitanicus Sinus,water-open
Arbatilicum,label
Les Arènes,settlement
Les Arènes,theatre
Argenta,settlement
*Argentomagus,settlement
*Argentomagus,amphitheatre
*Argentomagus,archaeological-site
Aron,temple
Arouioi?,label
Arouioi?,people
Arthona,settlement
Arthon-en-Retz,settlement
Attanum,villa
Au(n)edonnacum,station
Auciago,villa
Augustonemetum,settlement
Augustoritum,settlement
Augustoritum,amphitheatre
Aulerci Cenomani,label
Aulerci Cenomani,people
Aumagne,cemetery
Autessiodurum,settlement
Avaricum/Biturigae,settlement
Avario (river),river
Les Averdines,mine
Avitacum,villa
Azat-le-Ris,settlement
*Balatedinis?,settlement
Banassac,settlement
‘Bandritum’,station
Unnamed settlement,settlement
Becciacum,settlement
Belca,station
Belleroche,mine
Berraum,settlement
Béruges,settlement
Besné,unknown
Bicera? (river),river
Bituriges Cubi,label
Bituriges Cubi,people
Bituriges Vivisci,label
Bituriges Vivisci,people
Blacciacum,villa
Blain,settlement
Blatomagus,settlement
Blauto/Blavia,fort
*Blesum,station
Boii,settlement
Boii?,label
Bois-Vert,mine
Bourbon-l’Archambault,bath
Bricca,settlement
Bridiers,settlement
Briggogalus,settlement
Brigiosum,station
*Briotreidis?,settlement
Briva (Curretia),settlement
Brivas,unknown
Brives,station
Brivodurum,station
Brixis,settlement
Bulcy,mine
Burdigala,settlement
Burgus,villa
Illegible name on Peutinger Map (possibly St-Germain-du-Salembre),station
Cabrianecum,settlement
Cadurci,label
Cadurci,people
Cadurcio,villa
Caesarodunum,settlement
Caino,quarry
Caino,fort
Calatonno,settlement
Cambiovicenses?,label
Cambiovicenses?,people
Cambonum,settlement
[Camelaria],sanctuary
Camino,villa
Campaniacum,settlement
Canaviacum,settlement
Canéjan,settlement
Canniaco,villa
Cantilia,station
"Cantobennum, Mon.",church
Carantomagus,station
Carantonus (river),river
Cares (river),river
*Carnona,settlement
Carovicus,settlement
Les Cars,cemetery
Les Cars,archaeological-site
Cas(s)inomagus,station
Cassiaco,villa
Castelnau-Montratier,sanctuary
Castelnau-Montratier,theatre
Castelnau-Montratier,bath
*Catalacum,villa
Cavaniaco,villa
La Celle,mine
Cenabum,settlement
Ceratis,settlement
Césarines,settlement
Chabris,station
Chanceaux-sur-Choisille,temple
Chancelade,quarry
Chanteau,villa
Charly,mine
Château de Chatillon,temple
Le Chatelet,settlement
Chaudes-Aigues,settlement
Chevigny,mine
*Chrononum,church
Le Clap,settlement
Cinq-Mars-la-Pile,tomb
Cinq-Mars-la-Pile,cemetery
*Cisomagus,settlement
Civitas Namnetum/Kondeouinkon?,settlement
Civitas Namnetum/Kondeouinkon?,port
Civitas Namnetum/Kondeouinkon?,settlement-modern
Claudiomagus,settlement
Clinno (river),river
Cocurnaco,villa
Comodoliacus,villa
Conbaristum?,station
Condate,station
Condate,settlement-modern
*Condate,settlement
Condate,station
Condatis,settlement
Conquereuil,mine
Corent,settlement
Corent,archaeological-site
Coriosolites,label
Coriosolites,people
Cornucio,villa
Corterate,station
Cossium,settlement
Les Côtes-de-Clermont,settlement
Les Courents,temple
Les Crânières,station
Criscencio,villa
Crosa (river),river
Crovio,settlement
Curin,settlement
Curisiacum,settlement
Darioritum,settlement
Datioi?,label
Datioi?,people
Decaniacum,villa
Decetia,settlement
Derventum,settlement
Diolindum?,station
Divona,settlement
*Dolum,settlement
Dolus,settlement
Dumnitonus,villa
Duranius (river),river
‘Duretie’?,station
Durotincum?,settlement
*Eborolacum,villa
Elaver/Elaris (river),river
Eleuteti?,label
Entrammes,settlement
Ernodorum,station
Espalion,settlement
Espinasse-Vozelle,mine
Eustriacum,villa
*Evaunum,bath
Evina,settlement
Excisum,station
Exidolium,villa
[*Exidualum],settlement
*Exolidunum,settlement
Ferrières-sur-Beaulieu,mine
*Ferruciacum,settlement
Fines,station
Fines,station
Fines,station
Fines,station
Fines,station
Fines,temple-2
Flaviaco?,villa
Fontenay-le-Comte,settlement
Forgeas,mine
Les Fouilletières,mine
Gabillou,settlement
Gabris,station
Gannat,settlement
Garumna (river),river
Gaudiaco,settlement
*Geinum,settlement
*Gemiliacum,settlement
Gergovia?,settlement
Gien-le-Vieux,settlement
Gouts-Rossignols,station
Les Grandes Maisons,settlement
Grannona,fort
*Gricium,villa
Grotte des Tuilières,settlement
Gué-de-Sciaux,settlement
Gurdo,villa
Herios (river),river
"Hérisson, Cm.",settlement
Herpes,cemetery
*Iciacum,church
Iciodoro,settlement
*Iciodorum,settlement
Iculisma/*Ecolisna,settlement
Idunum,settlement
Île-des-Eaux,unknown
L’Impernal,settlement
Ingrandes,settlement
Issando,fort
Iuliacum/Rofiacum,villa
Iuliomagus,settlement
Jaunay-Clan,settlement
Les Jumeaux,settlement
Korbilon,settlement
Kouriannon? Akroterion,cape
*Labr(oc)inum,settlement
*Labr(oc)inum,settlement-modern
Lamnum,station
Lanuéjouls,settlement
Larçay,villa
Laudiacum (mountain),mountain
Lemovices,people
Leprosum,settlement
Levet,settlement
*Licaniacum,settlement
Liger (river),river
Limane,unknown
Limonum,settlement
Litus Saxonicum,unknown
Locoteiacus,abbey-church
Locoteiacus,church
Le Langon,settlement
Losa,station
Loudun,settlement
Lucaniacum,villa
Lucas,settlement
Luciacus,villa
Luciliacus,settlement
Ludn(...),settlement
Ludn(...),settlement-modern
Lusignan,settlement
Marmoutier Abbey,archaeological-site
Marmoutier Abbey,abbey-church
Marmoutier Abbey,abbey
Marmoutier Abbey,church
La Maladrerie,settlement
La Maladrerie,mine-2
*Malliacum,fort
*Manatum,church-2
*Manatum,abbey
Mansle,settlement
*Mantoloma(g)um,settlement
Marcelliago,villa
*Marciaco,villa
*Marciacum,church
Marcomons,villa
Margeat,villa
Margeat,settlement-modern
Margerides,sanctuary
*Maroialum,settlement-modern
*Maroialum,church
*Martiniacum,villa
Martres-de-Veyre,settlement
Masamas,sanctuary
Massava,station
Massiac,mine
Mauves,settlement
Mauves,theatre
Mazières-en-Mauge,settlement
Mediconnum,settlement
Mediocantus,villa
Mediolanum,settlement
Mediolanum,quarry
Mediolanum,settlement
Mediolanum,settlement-modern
Meduana? (river),river
Medul(l)i,label
*Melita,church
Mercurius,fort
Temple of Mercurius,sanctuary
Temple of Mercurius,temple-2
*Meroliacum,fort
Modogarnomum,villa
Montargis,settlement
Montbouy,settlement
Montbouy,sanctuary
Montebras,mine
Montmerlhe,settlement
Montreuil-Bellay,temple
Mornat,mine
Motte-Chalard,settlement
Le Moulin des Vignes,settlement
Murcens,settlement
Murs,settlement
Musciacas?,settlement
Naiogialo,villa
Namnetes/Samnitai,label
Namnetes/Samnitai,people
Navicellis,settlement
Negiacum,villa
Neuvy-sur-Barangeon,temple
Niger (mountain),mountain
Nitiobroges/Nitiobriges,label
Nitiobroges/Nitiobriges,people
*Nogeomagus,settlement
Nonniacus,villa
Nouans-les-Fontaines,mine
Nouâtre,settlement
Nouiomagos,settlement
*Nobiliacus,settlement
Noviodunum,settlement
Noviodunum,settlement-modern
Noviodunum?/Nevirnum?,settlement
Novioregum,settlement
Novioregum,station
Novioritum,settlement
*Novivicum,church
Oltis (river),river
Onia,church
Orbaniacum,church
*Oscincium,station
Ouagoriton?,settlement
Ouidana Limen,settlement
Parnaco,villa
*Paternacum,settlement
Patriacum,temple
Petit-Mars,temple
Petrocori,label
Petroliaco,villa
Pictones,label
Pictones,people
Pierrière,quarry
Piktonion? Akron,cape
Pompegiaco,villa
Pompeiacum/Vernemetis,church
Pouillé,production
Pouillé,defensive-wall
Pouillé,settlement
Les Poulittes,settlement
Pouzauges,temple
‘Pretorio’,station
Prisciago,villa
*Prisciniacum,settlement
Puy-de-Gaudy,settlement
Puy-Lautard,sanctuary
Quimper,settlement
"S. Quiricus, Mon.",church
*Randanum,church
*Ratiatum,settlement
*Ratiatum,port
Ratis (island),island
Rauranum,settlement
Reontio,villa
*Ricomagus,settlement
*Ricomagus,settlement-modern
Rivarennes,mine-2
Robrica,station
La Roche l’Abeille,quarry
Ron-de-Gleiso,settlement
Rotomagus?,settlement
Royat,settlement
Le Rozier,settlement
Ruteni,people
Saffré,quarry
Saffré,mine-2
St-Andéol,temple
St-Bonnet,production
St-Bonnet,settlement
St-Bonnet-de-Chirac,settlement
St-Christophe-le-Chaudry,mine
Ste-Gemmes-sur-Loire,settlement
St-Georges-du-Bois,amphitheatre
St-Gervais,temple
St-Goussard,temple
St-Jean-d’Angély,settlement
St-Julien-de-Concelles,settlement
St-Martin-de-Fraigneau,settlement
St-Médard-de-Mussidan,settlement
St-Père-en-Retz,settlement
St-Pierre-les-Eglises,settlement
St-Victor,temple
St-Yrieix-la-Perche,mine-2
Ste-Hermine,settlement
"Cadayrac, Salles-la-Source",settlement
"Cadayrac, Salles-la-Source",amphitheatre
Salomacus,station
Salviacum,settlement
Samnitum (island),island
Santones,label
Santones,people
Santonon Limen,settlement
Santonon Akron,cape
Sanxay,sanctuary
Sanxay,settlement
Sarrum,station
Sarrum,settlement-modern
Scauriniacum,villa
Segimovicus,settlement
Segodunum,settlement
Segodunum,settlement-modern
Segora?,station
Segosa,station
*Sella,fort
Senaparia?,settlement
‘Sermanicomago’?,settlement
*Severiacus,villa
Siata? (island),island
Sicinaco,villa
Sidiailles,settlement
*Sigmatis (river),river
Sikor Limen?,settlement
Sirio,station
*Siroialum?,church
*Sisciacum,villa
Soings-en-Sologne,settlement
Solemniacum,villa
*Solonacum?,settlement
Stomatas,station
Suedas,villa
Suèvres,settlement
Camars,townhouse
Camars,settlement
Stadium of Antoninus Pius (Puteoli),stadion
"Aqueduct of the Arcioni, Rocca di Papa",aqueduct
Villa Rufinella,villa
Bethania,settlement
Oroanda,unlocated
Oroanda,settlement
Archaeological Site at Plasi of Marathon,archaeological-site
Kūbrī,findspot
Kazane Höyük,archaeological-site
Kazane Höyük,tell
Abbatija tad-Dejr,cemetery
Abbatija tad-Dejr,archaeological-site
Al-Mukhaṭṭaṭ,archaeological-site
Monumenti Funerari Romani,cemetery
Monumenti Funerari Romani,monument
Evriokastro (Paros),island
Evriokastro (Paros),defensive-wall
Muradiye,findspot
Muş,findspot
Tall Nūyaja,archaeological-site
Chirik-Rabat,settlement
Ozbaki,archaeological-site
Tomba di Tulliola,tomb
Megaron A at Thermon,architecturalcomplex
Stoa of Attalos,stoa
Torre di Pietra Pertusa,fort
Valladolid,settlement
Valladolid,settlement-modern
Roman temple of Córdoba,temple-2
Porta Rosa,city-gate
Belvoir Fortress,castle
Aspronisi,island
Durisdeer,fortlet
Drumlanrig,fort-2
Doublet: Oppidum Bochoritanum,settlement
Doublet: Oppidum Bochoritanum,port
Doublet: Oppidum Bochoritanum,settlement-modern
Doublet: Oppidum Bochoritanum,archaeological-site
S. Martín de Montiña Roman Dam,dam
Tomb of Mentuemhat (TT 34),tomb
Akripos,unlocated
Akripos,settlement
Via Postumia,road
Rocca Sillana,castle
Pieve di San Giovanni Battista a Sillano,church-2
Montesei di Serso,settlement
Montesei di Serso,archaeological-site
"Roman temple, Capo Mulini",temple-2
Uraš Gate,city-gate
Uraš Gate,city-wall
Pyramid of Khentkawes,pyramid
Šamaš Gate,unlocated
Šamaš Gate,city-gate
Eanšar,unlocated
Eanšar,shrine
Eadgigi,unlocated
Eadgigi,shrine
Eganunmah,unlocated
Eganunmah,treasury
Etenten,unlocated
Etenten,temple-2
