Child,Parent
Meydancıkkale/Kiršu,settlement
Meydancıkkale/Kiršu,fort
*Mourisa,settlement
Mousba(n)da,settlement
Mylai,settlement
Myous?/Myanda?,settlement
Nagidos,settlement
Nagidous(s)a Ins.,island
Nagidous(s)a Ins.,label
Nauloi?,settlement
Nephelis?,settlement
Nesiazousa Pr.,cape
Nesoulion/Asteria (island),island
Ninica/Col. Iulia Augusta Felix/Claudiopolis,settlement
Olba,settlement
*Olosada,settlement
Orymagdos (river),river
*Otanada,settlement
Palaia(i)/Philaia,settlement
Panhormus?/Pylai,station
Papirion/Papiriou Castellum/Cherreos Eryma,settlement
Pargais,station
Pharax,settlement
Philadelpheia?,settlement
Pisourgia,settlement
Pityoussa/Petrossa? (island),island
Platanistes,region
Platanistes,label
Platanous,settlement
Podandus,settlement
Posala,settlement
Poseidion Pr.,cape
Potamia,district
Potamia,label
(P)Saros/Sinarus/Koiranos (river),river
Pseudokorasion?,settlement
Pyrgoi,settlement
Pyrgos,labeled feature
Regma/Rogmoi,lake
Rousoumblada/Zen(on)opolis?,settlement
Rousoumblada/Zen(on)opolis?,settlement-modern
‘Rygmanoi’?,labeled feature
Salarama,settlement
"Sannabadae, Mon.",church
Sariveliler,settlement
Sarpedonion (promontory),cape
Sbide,settlement
*Sedasa,settlement
Sekalesi,settlement
Seleucia ad Calycadnum/Tracheia,settlement
Selinous/Traianopolis,settlement
Selinous (river),river
Serretillis/Serraipolis,settlement
Sibyla,settlement
*Sidamaria,settlement
Sinapiç,settlement
Sinapiç,urban
Soatra/Savatra,settlement
Soloi/Pompeiopolis,settlement
Soloi/Pompeiopolis,archaeological-site
Soloi/Pompeiopolis,port
"S. Thekla, Mon.",church
Syedra,settlement
Syedra,archaeological-site
Syke/Setos?,settlement
Tagai,church
*Takourtha,settlement
Tapureli,settlement
Tapureli,archaeological-site
Tarsus/Antiochia ad Cydnum,settlement
Tarsus/Antiochia ad Cydnum,archaeological-site
‘Taspa’?,station
Tetrapyrgia?,station
Taurus (mountain range),mountain
Thebasa?,settlement
*Thouththourbia,settlement
Titioupolis?,settlement
Tracheotis,region
Tracheotis,label
Trogitis,lake
Tyana/Col. Aurelia Antoniniana,settlement
Tyana/Col. Aurelia Antoniniana,archaeological-site
Tynna/Dana?,station
Yeniyurt,settlement
Zephyrion,settlement
Zephyrion/Hadrianopolis,settlement
Untitled,aqueduct
Untitled,aqueduct
Untitled,aqueduct
Untitled,aqueduct
Olba Aqueduct,aqueduct
Untitled,aqueduct
Untitled,aqueduct
Untitled,aqueduct
Untitled,bridge
Roman Bridge over Calycadnus at Seleucia ad Calycadnum,bridge
Untitled,bridge
Untitled,bridge
Untitled,bridge
Taşköprü,bridge
Untitled,canal
Unnamed Place,bridge
Unnamed Place,bridge
Unnamed Place,bridge
Unnamed Place,bridge
Unnamed Place,bridge
Unnamed Place,bridge
Unnamed Place,bridge
Unnamed Place,bridge
Unnamed Place,bridge
Ale,unlocated
Apadnas,unlocated
Apadnas,abbey
Asseris,settlement
Bazis,unlocated
Bidana,settlement
Bombos,unlocated
Callosus,unlocated
Callosus,settlement
Casyponis,unlocated
Crocodilus (mountain),unlocated
Crocodilus (mountain),mountain
Dalisandos,settlement
Dorion,unlocated
Gaeianou polis/Gaeianou,settlement
Halikon,settlement
Imbarus M.,unlocated
In Monte,unlocated
In Monte Tauro,unlocated
Kardabounda,unlocated
Kestel(...),settlement
Koropissos,settlement
Krene Manias,unlocated
Koubramon,settlement
Kundu/Kyinda,unlocated
Kundu/Kyinda,fort
Linaton M.,unlocated
Loumada,settlement
Lycus,unlocated
Lyrnessos,unlocated
Melania,unlocated
Neapolis,settlement
Pania,unlocated
Paradeisos,unlocated
Pedalie,unlocated
Pessinos,settlement
Pinare,unlocated
Porinda,settlement
Praetorias,unlocated
Praetorias,settlement
Psimada,unlocated
Salon,unlocated
Sinala,settlement
Soroba,settlement
Tetrapyrgia/Tetra,unlocated
Tyros,unlocated
Vindemis,unlocated
Vindemis,settlement
Abarara,station
Ad Orontem,station
Adatha,settlement
Aigai(ai)/Aegeae,settlement
Aigai(ai)/Aegeae,port
Ain Dara,settlement
Alexandria ad Issum,settlement
"Alexandros, Mon.",basilica
"Alexandros, Mon.",abbey
Aliaria,station
Amanikai Pylai,pass
Amanikai Pylai/Ciliciae Portae,pass
Amanus (mountain range),mountain
Amphipolis/Tourmeda/Nikatoris?,settlement
Anazarbos/Caesarea/Ioustin(ian)oupolis,settlement
Anthemusia?,region
Anthemusia?,label
Antigonia,settlement
Antiochia/Theoupolis,urban
Antiochia/Theoupolis,settlement
Antiochia/Theoupolis,amphitheatre
Apamea,settlement
Apamea,settlement-modern
Aquae (...),settlement
Arianodum,station
Ariseria/Ad Serta,station
Arkeuthos/Iaphtha (river),river
Arsameia pros Nymphaio,sanctuary
Arsameia pros Nymphaio,tomb
Arsameia pros Nymphaio,settlement
Baiae,labeled feature
Baka,settlement
Balihu/Balissus (river),river
Ballatha,settlement
Ballatha,archaeological-site
Ballatha,settlement-modern
Baqirha,church-2
Baqirha,basilica
Baqirha,settlement
*Basileia,settlement
Batnae/Markopolis,settlement
Batnai,settlement
Behyo,settlement
Belus/Chalos? (river),river
Beroia,settlement
Beroia,mosque
Beroia,plaza
Bersiba,settlement
Bersiba,archaeological-site
Bersiba,findspot
*Beselatha,settlement
Birtha,settlement
Bithias,settlement
Bithias,archaeological-site
Bithias,tell
Bizika,settlement
Burunlu,settlement
Bytyllion,settlement
Caeciliana,station
Callicome,station
Can(n)aba,station
Capadox (river),river
Capersana,settlement
Caphrena,settlement
Capriandas,station
Carbanum,station
Harran/Carrhae,settlement
Harran/Carrhae,archaeological-site
Catabana,settlement
Chabina (river),river
Chalybonitis,district
Chalybonitis,label
Chaonia/Channunia,station
Charakene,label
Charandama,settlement
Charmodara,settlement
Chordiraza?/Baisampse?,sanctuary
*Chorion tou Hormisdou,villa
Cilca Novum,station
Cilicia,region
Ciliza/Urmagiganti,settlement
Commagene,region
Commagene,label
Coryphaeus (mountain),mountain
Coryphaeus (mountain),label
Cyrrestice,region
Cyrrestice,label
Cyrrus/Hagioupolis,settlement
Cyrrus/Hagioupolis,archaeological-site
Dabana/Tharrana/Mannouorra,settlement
Daiara/Thiara,station
Daphne,settlement
Dardas (river),river
Darqita,settlement
Déhès,settlement
Doliche,settlement
Doliche,archaeological-site
Edessa/Antiochia ad Callirhoem,settlement
Eirenopolis/Neronias,settlement
Epiphaneia ad Euphratem,settlement
Eragiza,fort
Eski Hisar,settlement
Eskişehir,settlement
Carchemish,settlement
Carchemish,archaeological-site
Fadana,settlement
*Gabboula,settlement
Georgia,settlement
Gephyra,settlement
Gerbedisso,station
Germanikeia,settlement
Germanikeia,archaeological-site
Gindaros,settlement
(H)Alai,settlement
‘Heracome’,station
Hierapolis/Bambyke,settlement
Hierapolis/Kastabala,settlement
el-Hosn,temple
Hydatos Potamoi/Seleukeia Pieria,settlement
Hydatos Potamoi/Seleukeia Pieria,port
Imma,settlement
In Medio,station
Issicus Sinus,water-open
Issus/Nikopolis,settlement
Issus/Nikopolis,archaeological-site
Kalota,sanctuary
Kanč',fort
Kapernabou/Kafr Nabo,settlement
Kapernabou/Kafr Nabo,church
Kaprobarada,settlement
*Kaprokera,settlement
Kaprokeram(a),settlement
*Kaprokilla,settlement
Kaproliaba,settlement
Kara Kozak,settlement
Karakuş Tumulus,tomb
Karakuş Tumulus,tumulus
Karayılan,settlement
Karmalas? (river),river
Karsos (river),river
Katabolos/Moutloubake,settlement
Kharab Shems,settlement
Kilikiai Pylai,pass
Kimar,settlement
*Kirkota,settlement
Kodrigai,arch
Kodrigai,monument
Koryphe Oros,mountain
Kynegike,labeled feature
Kynegike,label
Labotas (river),river
Lacotena,settlement
Lakanatis,label
Larmanaza,settlement
Lepte Akra,mountain
Lidar,settlement
Lidar,archaeological-site
Litarba/Litargon,settlement
*Magzartha,settlement
Manneotai,label
Manneotai,people
Mar Yaqub,church
Marsyas (river),river
Melas (river),river
Melas (river),river
Meleagrum,settlement
Meroe,settlement
al-Mina,settlement
Minnica,station
Mogiza,settlement
Mopsou(h)estia/Seleukeia pros to Pyramo,settlement
Moumoustra,settlement
Myriand(r)os,settlement
Myriand(r)os,port
Nastae,station
Nemrut Dağ,mountain
Nemrut Dağ,sanctuary
Nemrut Dağ,monument
Nemrut Dağ,tomb
Nemrut Dağ,tumulus
Niara,settlement
Nicopolis,settlement
Nisibyn/Ad Zociandem?,settlement
Nisus/Cesum,settlement
Nymphaion/Balaneion Tiberinon,temple
Nymphaios (river),river
‘Octacuscum’,settlement
Oeniandos/Epiphaneia,settlement
Oinoparas (river),river
Omeros?,settlement
Orokassias Oros,mountain
Orokassias Oros,label
Orontes (river),river
London Mithraeum,findspot
London Mithraeum,temple-2
Sanctuary of Minerva at Spinera,sanctuary
Sanctuary of Minerva at Spinera,archaeological-site
al-Husn Church,church-2
Castro de Arrola,fortified-settlement
Carceri Vecchie,tomb
Posto villa,villa
Arch of Marcus Antonius,arch
Withdrawn:Temple of Athena at Sounion,temple-2
"Kalugumalai, Mangulam",cave
"Kalugumalai, Mangulam",hill
Wymondley Roman Villa,villa
Sé Girdan,cemetery
Sé Girdan,tumulus
Tell Baqrta,tell
Tell Baqrta,archaeological-site
Casa dei Grifi,townhouse
Cati fons,spring
Tuficani,unlocated
Tuficani,people
Fortino di Mazzallakkar,fort-2
Tomb of Publius Aelius Callistion,tomb
Ponte del Diavolo,bridge
Mnajdra Megalithic Temple (Malta),temple-2
Castro de Pendia,settlement
Picentino (river),river
Theater at Termessos,theatre
So-called Arch of Hadrian (Capua),arch
Ponte di Pioraco,bridge
Ponte Funicchio,bridge
Tre Ponti necropolis,cemetery
Sant'Ilario,church-2
Sant'Ilario,cemetery
Sant'Ilario,church
Catacombs of Domitilla,cemetery
Late Roman Round Building,building
Late Roman Round Building,shrine
Roman Double Stoa,stoa
Altar of the Twelve Gods,shrine
Basilica,building
Basilica,basilica
Tower of Koronia,tower-defensive
"Satricum, Southwest Necropolis",cemetery
Villa Romana di Caselette,villa
Roman Villa of San Giovanni Del Palco,villa
Themistoklean Wall,city-wall
Tomb of Themistocles,tomb
Sanctuary of Pankrates,shrine
Hippades Gate,city-gate
Ancient theater of Eretria,theatre
Diochares' Gate/Gate VIII,city-gate
Unnamed Gate of the Themistoklean Wall,city-gate
Sanctuary of Akamas,findspot
Sanctuary of Akamas,shrine
Sanctuary of Amynos and Asklepios,shrine
İşhan,settlement
Walls of Timoleon,city-wall
Walls of Timoleon,wall-2
Via Aemilia,road
S’Ena ’e Thomes,tomb
Tribonum,villa
Tribonum,estate
Battlesbury Camp,fort-2
Battlesbury Camp,hillfort
Beacon Hill Hillfort,hillfort
Beacon Hill Hillfort,fort
Abbotsbury Castle,hillfort
Incastro River,river
Shiqāft-i Gulgul,monument
Necropoli del Poggino,cemetery
Oostvoorne,fort
Paedagogium,architecturalcomplex
domus Gelotiana,townhouse
Incheville,earthwork
Boviolles,fortified-settlement
Boviolles,earthwork
Boviolles,settlement
Boviolles,fort
Porta Asinaria,city-gate
Vicus Longus,street
Amphissa Tholos,tomb
Seven Wells,unknown
Duplicate: Sanctuary of Zeus Panhellenios (Aegina),sanctuary
Duplicate: Sanctuary of Zeus Panhellenios (Aegina),temple-2
Shalfak,fort-2
Walma,state
Lake Eğirdir,lake
Majorca (island),island
Ses Païsses,settlement
Tul-i Ājuri,findspot
Tul-i Ājuri,archaeological-site
Tall Jūkha,archaeological-site
Pilsdon Pen,fort-2
Pilsdon Pen,hillfort
Vryokastro,archaeological-site
Kavousi Vronda,archaeological-site
Vrasna fort (Thessaloniki),fort-2
Kastri,findspot
Koçyatağı,monument
Stoa at Brauron,stoa
Kevenli,findspot
Kevenli,settlement-modern
Kāmfīrūz,findspot
Stadium at Kibyra,stadion
Asklepieion of Trikka,sanctuary
Kawala Kandal,archaeological-site
Kar-Mullissi,archaeological-site
Kānī Bī,findspot
Koçaklar,findspot
Konār Sandal,archaeological-site
Konār Sandal,tell
Tall Kozkhān,archaeological-site
Tall Kozkhān,tell
Kuhanak,findspot
Diogeneion,gymnasium
Temple of Roma and Augustus (Athens),temple-2
Circus Flaminius,circus
Tomb of the Kings near Enkomi,tomb
Wall Street,street
A Street,street
B Street,street
C Street,street
D Street,street
E Street,street
F Street,street
G Street,street
H Street,street
I Street,street
J Street,street
K Street,street
Main Street,street
2nd Street,street
4th Street,street
6th Street,street
8th Street,street
3rd Street,street
5th Street,street
7th Street,street
9th Street,street
10th Street,street
Lower Main Street,street
River Gate,city-gate
Southern Gate,city-gate
Secondary Gate,city-gate
Agora of Dura-Europos,city-center
Agora of Dura-Europos,agora
Citadel of Dura-Europos,citadel
Citadel Fortification of Dura-Europos,defensive-wall
North Citadel Gate,gateway
Middle Citadel Gate,gateway
South Citadel Gate,gateway
Block A1,city-block
Block A2,city-block
Block A3,city-block
Block A4,city-block
Block A5,city-block
Block A6,city-block
Block A7,city-block
Block A8,city-block
Block B1,city-block
Block B2,city-block
Block B3,city-block
Block B4,city-block
Block B5,city-block
Block B6,city-block
Block B7,city-block
Block B8,city-block
Block C1,city-block
Block C2,city-block
Block C3,city-block
Block C4,city-block
Block C5,city-block
Block C6,city-block
Block C7,city-block
Block C8,city-block
Block C9,city-block
Block C10,city-block
Block C11,city-block
Block D1,city-block
Block D2,city-block
Block D3,city-block
Block D4,city-block
Block D5,city-block
Block D6,city-block
Block D7,city-block
Block D8,city-block
Block D9,city-block
Block D10,city-block
Block D11,city-block
Block E1,city-block
Block E2,city-block
Block E3,city-block
Block E4,city-block
Block E5,city-block
Block E6,city-block
Block E7,city-block
Block E8,city-block
Block F1,city-block
Block F2,city-block
Block F3,city-block
Block F4,city-block
Block F5,city-block
Block F6,city-block
Block F7,city-block
Block F8,city-block
Block G1,city-block
Block G2,city-block
Block G3,city-block
Block G4,city-block
Block G5,city-block
Block G6,city-block
Block G7,city-block
Block G8,city-block
Block H1,city-block
Block H2,city-block
Block H3,city-block
Block H4,city-block
Block H5,city-block
Block H6,city-block
Block H7,city-block
Block H8,city-block
Block I1,city-block
Block I2,city-block
Block I3,city-block
Block I4,city-block
Block I5,city-block
Block I6,city-block
Block I7,city-block
Block I8,city-block
Block I9,city-block
Block I10,city-block
Block I11,city-block
Block I12,city-block
Block J1,city-block
Block J2,city-block
Block J3,city-block
Block J4,city-block
Block J5,city-block
Block J6,city-block
Block J7,city-block
Block J8,city-block
Block J9,city-block
Block K1,city-block
Block K2,city-block
Block K3,city-block
Block K4,city-block
Block K5,city-block
Block K6,city-block
Block K7,city-block
Block K8,city-block
Block L1,city-block
Block L2,city-block
Block L3,city-block
Block L4,city-block
Block L5,city-block
Block L6,city-block
Block L7,city-block
Block L8,city-block
Block M1,city-block
Block M2,city-block
Block M3,city-block
Block M4,city-block
Block M5,city-block
Block M6,city-block
Block M7,city-block
Block M8,city-block
Block N1,city-block
Block N2,city-block
Block N3,city-block
Block N4,city-block
Block N5,city-block
Block N6,city-block
Block N7,city-block
Block N8,city-block
Block X1,city-block
Block X2,city-block
Block X3,city-block
Block X4,city-block
Block X5,city-block
Block X6,city-block
Block X7,city-block
Block X8,city-block
Block X9,city-block
Block X10,city-block
Camp Wall,wall-2
Military Base,military-installation-or-camp-temporary
B Street Gate in Camp Wall,gateway
Northern Postern Gate,postern
Northern Postern Gate,gateway
Arch at F Street and 10th Street,arch
Arch at F Street and 10th Street,gateway
Military Campus,space-uncovered
Red House Roman Camp,military-installation-or-camp-temporary
Parco Archeologico Sommerso di Baia,archaeological-site
Punta Epitaffio nymphaeum,fountain
Aşıklı Höyük,settlement
Nuraghe Arrubiu,nuraghe
Nuraghe Albucciu,nuraghe
Nuraghe Albucciu,settlement
River Gelt Roman Quarry,quarry
Gremanu,settlement
Potto Codinu necropolis,cemetery
Fundus Babuleianus,estate
Tomb of Tiberius Claudius Secundus,tomb
Valley of the Kings,cemetery
So-called Theatre 2,theatre
Via Annia,road
Cuccuru Nuraxi,nuraghe
Cuccuru Nuraxi,archaeological-site
Cadbury Hill hill fort,hillfort
Assur Archive 34,archive-repository
Assur Archive 35,archive-repository
Mausoleo di Ummidia Quadratilla,tomb
Roman baths of Aquinum,bath
Assur Archive 39,archive-repository
Assur Archive 42,archive-repository
Assur Archive 47,archive-repository
Assur Archive 52b,archive-repository
Tušhan Archive 1,archive-repository
Santa Liberata,villa
Nuraghe Vignamarina,nuraghe
Ponte Altinate,bridge
Lutibu,settlement
Ellibir,unlocated
Ellibir,settlement
Ellibir,fort
Šindarara,unlocated
Šindarara,settlement
Šindarara,fort
Uršu/Waršuwa,unlocated
Uršu/Waršuwa,settlement
Mausoleum of Lucius Sempronius Atratinus,tomb
"Perrotte Aqueduct tunnel, aqueduct of Nimes",tunnel
"Perrotte Aqueduct tunnel, aqueduct of Nimes",aqueduct
Vallerano,cemetery
Acquedotto Anio Novus Ponte S. Antonio,aqueduct
Grotte Scalina,tomb
Circus at Mirobriga,circus
Theater at Delphi,theatre
The Siphnian Treasury,treasury
Stadium of Delphi,stadion
Grotta Scaloria,cave
Temple of Artemis (Corfu),sanctuary
Aşağı Anzaf Fortress,fort-2
Körzüt (Arapzengi) Kalesi,fort-2
Körzüt (Arapzengi) Kalesi,settlement
Kom Wasit,settlement
Pyramid of Pepi I at Saqqarah,tomb
Pyramid of Pepi I at Saqqarah,pyramid
Torre d'en Galmés,settlement
Maecium,unlocated
Basílica Casa Herrera,church-2
Basílica Casa Herrera,archaeological-site
Roman Wall and Albarrana Islamic Tower,defensive-wall
Roman Wall and Albarrana Islamic Tower,archaeological-site
Alcazaba de Mérida,castle
Arkalochori cave,cave
Funerary chapel of Ankhnesneferibre,tomb
Funerary chapel of Ankhnesneferibre,temple-2
Miskin,fort-2
Ruthin,fort-2
Xati Scythae,people
Clyro,fort-2
Marialba Paleochristian Basilica,church-2
Murallas de León,city-wall
Catacomb of Balbina,cemetery
Mirabel Fortress,building
Mirabel Fortress,castle
Horoztepe Hellenistic Fortification,fortified-settlement
Small Roman Theater or Odeon at Sisak,odeon
Small Roman Theater or Odeon at Sisak,theatre
Sanctuary of Herakles Hippodetos,sanctuary
Mulhacén,mountain
Thignica amphitheater,amphitheatre
Silva Ciminia,forest
Maesia Silva,forest
Castro do Monte Padrão,fortified-settlement
Samnites,label
Samnites,people
S. Brancato,settlement
S. Brancato,settlement-modern
S. Caterina,settlement
S. Felice,settlement
S. Foca,settlement
S. Giorgio,settlement
S. Giovanni,villa
S. Giusto,settlement
S. Marco di Castelabbate,settlement
S. Maria a Vico,settlement
S. Martino in Pensilis,villa
S. Mauro Forte,settlement
S. Mola,settlement
S. Pancrazio,settlement
S. Pancrazio,settlement-modern
S. Pietro,settlement
S. Severo,settlement
S. Vito,villa
Sannicandro di Bari,settlement
Santeramo,settlement
Satrianum,settlement
Satyrion/Saturum,settlement
Satyrion/Saturum,archaeological-site
Muro Tenente (Scamnum?),station
Muro Tenente (Scamnum?),settlement
Sicalenum?/Kalena,settlement
Silarus (river),river
Silvium,settlement
Silvium,archaeological-site
Sipous/Sipontum,settlement
Soletum,settlement
Statio Caesariana,station
Stournoi/Austranum?,settlement
Sub Romula,station
*Tamarus (river),river
Tanager (river),river
Taras/Tarentum/Neptunia,settlement
Taras (river),river
Tatinie,station
Teanum Apulum,settlement
Tegianum,settlement
Termitito,settlement
Timmari,settlement
Toritto,settlement
Torre Castiglione,settlement
Torre Guaceto,settlement
Torre Mare,settlement
Torre Ovo,settlement
Torre S. Giovanni,unknown
Torretta,settlement
Torretta,archaeological-site
Torricella,temple
Torricelli,fort
Trimerus (island),island
Trivici Villa?,settlement
Turenum,settlement
Turris Caesaris,station
Turres Iulianae,station
Turum?/Thuriae?,settlement
Uria,settlement
Urias Sinus,water-open
Urias Sinus,lake
Uzentum/Ouxenton,settlement
Vaglio,settlement
Valenzano,settlement
Valetium/Balesium,settlement
Venusia,settlement
Venusia,archaeological-site
Veretum/Baris,unlocated
Veretum/Baris,settlement
Vescellium?,settlement
Vibinum/Vibarna,settlement
‘Vico Mendicoleo’,station
Vieste,settlement
Vieste,settlement-modern
Vittimose,villa
Volcei,settlement
Volcei,archaeological-site
Volturino,settlement
Vultur (mountain),mountain
Vultur (mountain),label
Zeus Aglaios (temple),sanctuary
Zeus Aglaios (temple),temple-2
Untitled,aqueduct
Untitled,aqueduct
Untitled,aqueduct
Unnamed aqueduct,aqueduct
Untitled,aqueduct
Untitled,settlement-modern
Untitled,bridge
Unnamed bridge,bridge
Untitled,bridge
Ponte Rotto,bridge
Ponte di Santo Spirito,bridge
"Ponte San Cono, Buccino",bridge
Untitled,bridge
Roman bridge,bridge
Untitled,bridge
Untitled,bridge
Untitled,bridge
Untitled,bridge
Ponte S. Venere,bridge
Ponte S. Venere,station
Untitled,bridge
Untitled,bridge
Untitled,bridge
Unnamed Roman bridge near Canusium,bridge
Untitled,bridge
Untitled,centuriation
Untitled,centuriation
An area of centuriation south of Ergitium,centuriation
Untitled,centuriation
An area of centuriation north of Luceria,centuriation
Untitled,centuriation
Untitled,centuriation
Untitled,centuriation
Untitled,centuriation
Untitled,centuriation
Untitled,centuriation
Untitled,centuriation
Untitled,centuriation
Untitled,centuriation
Untitled,centuriation
Untitled,centuriation
Untitled,centuriation
Untitled,centuriation
Untitled,centuriation
Untitled,centuriation
Abydon,unlocated
Accua,unlocated
Acidios,unlocated
Acidios,station
Ad Pinum,unlocated
Ad Veneris,unlocated
Aletrini,unlocated
Aletrini,people
Alfellani,unlocated
Alfellani,people
Animula,unlocated
Anni Forum,unlocated
Apamestini,unlocated
Apamestini,people
Apenestai,unlocated
Apina,unlocated
Apina,settlement
Arenio,unlocated
Argentini,unlocated
Argentini,people
Arusini Campi,unlocated
Aulon,unlocated
Aveldius (river),unlocated
Aveldius (river),river
Beleianum,unlocated
Borcani,unlocated
Borcani,people
Caelianum,unlocated
Camalatrus/Calamatrus,unlocated
Callifae,unlocated
Campi Veteres,unlocated
Canales,unlocated
Canales,settlement-modern
Cathena (mountain),unlocated
Cathena (mountain),mountain
Collatia,unlocated
Corinenses,unlocated
Corinenses,people
Dardi,people
Deciani,unlocated
Deciani,people
Erculaneum,unlocated
Ernesto,unlocated
Ernesto,station
Firmum,unlocated
Fratuertium/Fratuentium,unlocated
Graxa,unlocated
Hieros Lophos,unlocated
Iapyx (river),unlocated
Iapyx (river),river
In Honoratianum,unlocated
Irini,unlocated
Irini,people
Istros,unlocated
Kaikinon,unlocated
Kalasarna,unlocated
Kandane,unlocated
Katarakta,unlocated
Keraunilia,unlocated
Leucothea,unlocated
Leucothea,spring
Lucos,unlocated
Lucos,station
Mardonia,unlocated
Mateolani,unlocated
Mateolani,people
Matinates/Metinates,unlocated
Miltopes,unlocated
Miltopes,station
Mirtum,unlocated
Monadi,people
Natini,unlocated
Natini,people
Nauna,unlocated
Netion,unlocated
Oenotrides (islands),archipelago
Oenotrides (islands),unlocated
Opino,unlocated
Ouertinai,unlocated
Pactius (river),unlocated
Pactius (river),river
Palionenses,unlocated
Palionenses,people
Pisandes,unlocated
Pisandes,station
Portus Aggasus,unlocated
Portus Aggasus,settlement-modern
Portus Garnae,unlocated
Portus Tarentinus,unlocated
Romulea,unlocated
Sarmadium,unlocated
Scinasium,unlocated
Senum,unlocated
Severianum,unlocated
Sirini,unlocated
Sontini,unlocated
Sontini,people
Strapellini,unlocated
Strapellini,people
Sublupatia,unlocated
Sublupatia,station
Talion,unlocated
Thebae Lucanae,unlocated
Trica,unlocated
Trica,settlement
Turiostu,unlocated
Ulurtini,unlocated
Ulurtini,people
Ursentini,unlocated
Ursentini,people
Vergellus (river),unlocated
Vergellus (river),river
Napetinei,false toponym
Acconia,settlement
Acheron? (river),river
Acquappesa,settlement
Ad Columnam,station
Ad Fluvium Angitulam,station
Ad Fluvium Sabutum,station
Ad Mallias,station
Ad Turres,station
Ad Vicesimum,station
Aiello,settlement
Aisaros (river),river
Altanum?,settlement
Amendolara,settlement
Angitula (river),river
Apollo Alaeus (temple),sanctuary
Apollo Alaeus (temple),temple-2
Aprustum,settlement
Arciade,station
Arocas (river),river
Aufugum,settlement
Battifarano,settlement
Belvedere,settlement
Belvedere Marittimo,settlement
Bisignano,settlement
Blanda,settlement
Bruttii,label
Bruttii,people
Bruttius Sinus,water-open
Buxentum (promuntory),cape
Calanna,settlement
Camerelle Roman Villa,villa
Canale,settlement
Capo Cimiti,settlement
Capo Cimiti,temple
Caprasia,station
Carcinus (river),river
Cariati,settlement
Casabona,settlement
Cassano,settlement
Le Castella,settlement
Castellace,fort
Castelluccio,fort
Castiglione di Paludi,settlement
Castra Hannibalis,settlement
Castrovillari,settlement
Caulonia,settlement
Cerilli,settlement
Cesernia,station
Cersosimo,settlement
Chiaromonte,settlement
Chiuse delle Grotte,settlement
Cirò,settlement
Cittanova,settlement
Clampetia,settlement
‘Cocinto’?,station
Cocynthum (promontory),cape
Colle dei Greci,settlement
Consentia,settlement
Corigliano,settlement
Corigliano,settlement-modern
Cotronei,settlement
Cozzo Cerasello,settlement
Cozzo la Torre,settlement
Cozzo Michelicchio,settlement
Crathis/Crater (river),river
Crotalus (river),river
Croto(n),settlement
Cugno dei Vagni,settlement
Cugno dei Vagni,vicus
Cugno dei Vagni,villa
Cugno dei Vagni,bath
Decastadium?,settlement
Emporion,settlement
Euonymus (island),island
Francavilla Marittima,settlement
Grimaldi,settlement
Grotteria,settlement
Halex? (river),river
Temple of Hera Lacinia,sanctuary
Heraclea,settlement
Heracleum Pr.,cape
Hikesia Nesos/Basilidin Ins.,island
Hikesia Nesos/Basilidin Ins.,label
Hipponion/Vibo Valentia,settlement
Hipporum,station
Hylias (river),river
Iapygum Pr.,cape
Interamnium,station
Isola S. Janni,settlement
Isola S. Janni,island
Italia (region),region
Italia (region),label
Kaikinos? (river),river
Kainys (fort),fort
Kainys (promontory),cape
Kaulonia,settlement
Krimis(s)a?,settlement
Krimis(s)a,cape
Lacinium (promontory),cape
Laino,settlement
Lametikos Kolpos,water-open
Lametus (river),river
Lampetes Pr.,cape
Laos/Lavinium?,settlement
Laos (river),river
Larderia,villa
Leucopetra,station
Leucopetra (cape),cape
Leucosia (island),island
Leucosia (island),label
Leucosia (island),settlement-modern
Lokroi Epizephyrioi,settlement
Longobucco,settlement
Lucani,label
Lucani,people
Malvito,settlement
Mamertion?,settlement
Medma,settlement
Medma (river),river
Melpes (river),river
Metaurum,settlement
Metaurus (river),river
Meto,station
Molpa,settlement
Molpa,archaeological-site
Monte Coppolo,settlement
Montegiordano,villa
Moscius (mountain),mountain
Moscius (mountain),label
Muranum,settlement
Naniglio Roman Villa,villa
Neaethus (river),river
Nerulum?,settlement
Nicotera,settlement
Noepoli,settlement
Ocinarus (river),river
Oenotri,label
Oenotri,people
Casignana Roman Villa,villa
Palinurus,settlement
Palinurus (promontory),cape
Palizzi,settlement
Paternum,station
Pellena (river),river
Petelia,settlement
Petrosa,settlement
Piano delle Vigne,villa
Piano di Cammarata,settlement
Piano S. Pietro,settlement
Piano Sollazzo,settlement
Portus Orestis,settlement
Prunetta,settlement
Pyxous/Buxentum (settlement),settlement
Pyxous/Buxentum (settlement),settlement-modern
Pyxous (river),river
Regium Pr.,cape
Rhegion/Regium,settlement
Rivello,settlement
Rocca di Neto,settlement
Roccagloriosa,settlement
Roccanova,settlement
Roscianum,settlement
Rouskiane,settlement
Rouskiane,port
Sabutus (river),river
Sagra(s) (river),river
Sambiase,settlement
S. Anna,settlement
S. Croce,villa
S. Eufemia,fort
S. Lucido,settlement
S. Onofrio,settlement
S. Teodoro,settlement
S. Venere,villa
Scyle,station
Scyle,settlement-modern
Scylla,fort
Scyllaceus Sinus,water-open
Scyllaeum Pr.,cape
Scylletium/Scolacium,settlement
Serdaioi?,label
